YM,Year,Month,Flow,Banff_precip,Ghost RS_precip,Lake Louise_precip,Elbow Ranger Station_precip,Calgary Intl A_precip,Three Isle Lake_avetemp_avg_temp,Cuthead Lake_avetemp_avg_temp,Banff_avetemp_avg_temp,Ghost RS_avetemp_avg_temp,Lake Louise_avetemp_avg_temp,Skoki Mountain_avetemp_avg_temp,Sunshine Village_avetemp_avg_temp,Little Elbow Summit_avetemp_avg_temp,Forget-me-not Mountain_avetemp_avg_temp,Elbow Ranger Station_avetemp_avg_temp,Scotch Camp_avetemp_avg_temp,Dogrib Creek_avetemp_avg_temp,Calgary Intl A_avetemp_avg_temp,Banff_max_temp,Ghost RS_max_temp,Lake Louise_max_temp,Elbow Ranger Station_max_temp,Calgary Intl A_max_temp,Three Isle Lake_min_temp,Cuthead Lake_min_temp,Banff_min_temp,Ghost RS_min_temp,Lake Louise_min_temp,Elbow Ranger Station_min_temp,Calgary Intl A_min_temp,nao.long,pdo.timeseries.cobe2-sst,pdo.timeseries.ersstv5,pdo.timeseries.hdsst1-1,pdo.timeseries.sstens,pna,SOI.dp3,amo,nino4.long.anom,nino3.long.anom,nino34.long.anom,AO,SD_BA801_802_808,SD_BL804_805,SD_BA810,SW_BA801_802_808,SW_BL804_805,SW_BA810
Aug-75,1975,8,121.225,80.3,29,90.8,44.7,27.7,0.694067656,0.200261591,4.611096774,10.9,5.281784946,-0.062926796,0.629806452,0.404019742,3.668660172,10.2,3.279427269,1.552946237,14,20.46,17.4,20.78,26.7,30,-9.482022,-10.099342,-6.98,4.3,-6.18,-2.2,1.1,0.08,-0.841,-0.816,-0.701,-0.855,-1.1,2.03,-0.08,-1.62,-0.63,-1.16,0.13,0,0,0,0,0,0
Sep-75,1975,9,76.2375,13.5,17.3,46,34.8,22.9,6.090746215,5.78909172,10.5344086,10.1,8.965935484,6.458021505,3.99255914,6.753450194,8.361526882,8.5,6.928102903,4.867032258,11.9,27.78,19.2,25.88,26.7,28.9,-6.351686,-5.240394,-2.7,0.9,-3.76,-5.6,-1.7,1.75,-0.831,-0.779,-0.675,-0.824,-0.23,2.151,-0.25,-1.92,-1.06,-1.44,1.278,0,0,0,0,0,0
Oct-75,1975,10,0,31,29,87.3,30.7,15.5,0.050796,-0.76565,1.78,3.6,-0.18,-2.32,-2.94,0.373908,2.286046,1.6,1.592146,0.431108,4.7,16.28,9.6,14.86,20.45091,26.7,-11.296226,-13.641112,-11.86,-2.5,-13.8,-16.7,-11.7,0.39,-1.079,-0.987,-1.124,-1.141,-0.65,1.67,-0.28,-1.93,-1.22,-1.47,0.138,0,0,0,0,0,0
Nov-75,1975,11,0,17.3,13,51,18.46,7.6,-6.696284,-5.08356,-5.23483871,-3.5,-7.9,-7.580866,-8.191862,-6.818316,-2.42681,-2.38,-4.260426,-3.160902,-2.9,8.64,2.2,11.7,15.9,22.8,-24.266258,-21.094002,-27.32,-9.2,-31.1,-26.46,-23.3,0.86,-1.386,-1.242,-1.364,-1.438,-0.63,1.246,-0.19,-1.88,-1.22,-1.46,0.619,0,0,0,0,0,0
Dec-75,1975,12,0,82.6,66,3,67.12,35.1,-7.573095714,-7.408063115,-5.619423964,-4.9,-12.9,-6.955372838,-8.173113013,-7.363294849,-6.694446829,-8.16,-6.184836977,-3.452991124,-6.5,10.24,0.7,1.7,13.22,9.4,-26.487184,-22.924456,-26.8,-10.5,-34.4,-31.74,-31.7,-1.57,-1.299,-1.188,-1.378,-1.387,-0.16,2.054,-0.22,-1.88,-1.54,-1.64,1.29,0,0,0,0,0,0
Jan-76,1976,1,0,6.9,1,54.5,9.34,4.8,-9.198146452,-9.457419354,-7.657419354,-6,-12.3,-9.703644,-8.583112258,-7.910322581,-5.108869548,-6.683870968,-6.778042968,-5.985555355,-6.1,5.34,0.1,5,14.4,13.9,-32.41572,-27.36,-30.74,-12,-32.2,-33.98,-32.8,0.75,-0.851,-0.841,-0.859,-0.919,-0.25,1.187,-0.24,-1.42,-1.65,-1.8,0.034,0,0,0,0,0,0
Feb-76,1976,2,0,25.1,19.6,47,30.39,12.4,-9.316975678,-10.03875858,-8.439354838,-5.2,-9.2,-9.98267,-8.136412,-9.476163484,-4.539378,-5.053304,-6.117376,-6.427994,-4.2,5.46,0.4,5,13.678576,12.8,-29.973058,-29.876318,-33,-10.7,-31.1,-30.218964,-27.8,1.29,-0.758,-0.794,-0.732,-0.817,-2.38,1.185,-0.37,-0.97,-1.02,-1.05,1.656,48.33333333,0,0,115.3333333,0,0
Mar-76,1976,3,23.8925,29.5,30,38.5,29,10.4,-10.081666,-10.778324,-8.4,-4.1,-9,-10.70162,-10.84,-9.80673,-7.108644,-6.07153,-7.932554,-7.49123,-3.3,7.6,2.6,9.4,13.399608,15,-32.880052,-32.798528,-37.06,-10.8,-38.9,-34.69973,-32.2,1.87,-0.999,-0.942,-1.081,-1.071,-1.78,1.334,-0.38,-0.59,-0.57,-0.68,0.587,52.33333333,0,160,122,0,470
Apr-76,1976,4,35.58,21.8,33.8,6,42.2,13.7,-1.602914,-2.14165,1.277333333,4,0.8,-3.58257,-1.971116667,-1.867304,1.428866,3.2,0.892608,-0.731558667,6.2,16.52,10.4,17.8,20,22.2,-14.84496,-15.361112,-13.82,-2.4,-16.7,-13.9,-6.7,-1.53,-0.969,-1.027,-1.023,-1.077,0.92,0.24,-0.3,-0.51,-0.23,-0.42,0.44,60,83,168,173.3333333,224.5,566
May-76,1976,5,172.7,86.1,62.2,18.4,69.9,55.9,4.57582,4.894455333,9.499333334,9.1,6,3.654088667,4.776860667,5.506148667,8.757372,8.1,7.075922666,10.015294,11.8,26.4,15.8,20.6,23.9,27.2,-6.173006,-6.435362,-3.58,2.3,-5.6,-6.1,-1.1,1.2,-0.901,-0.795,-0.618,-0.826,0.58,0.501,-0.43,-0.52,-0.07,-0.49,0.06,0,0,127,0,0,493
Jun-76,1976,6,206.125,51.8,67.6,94,82.8,60.5,4.692008,5.54,9.84,9.1,7.2,3.725333333,5.12,5.953398,8.34,8.8,7.92,5.76,11.5,26.78,15.5,27.8,22.8,26.1,-8.339162,-7.94,-4.16,2.6,-4.4,-5,0,1.76,-0.976,-1.028,-0.958,-1.044,-1.32,-0.159,-0.42,-0.46,0.61,0,0.328,0,0,0,0,0,0
Jul-76,1976,7,248.5,40.1,79.7,90.9,64.7,69.6,8.10044,7.52,12,14.1,10.9,5.94,7.2,8.10693,10.42,12.5,9.76,7.76,16.6,28.46,21.3,26.1,29,29.4,-3.695488,-4.12,-2.66,6.9,-2.2,-3,4.4,-0.57,0.49,0.368,0.652,0.524,-0.12,-1.238,-0.24,-0.49,0.85,0.15,-0.325,0,0,0,0,0,0
Aug-76,1976,8,196.975,79,113,28.4,170.9,92.5,6.059616323,6.466006086,10.86391398,13.9,11.3,5.611178904,7.045698924,5.957991613,10.12840955,12.5,10.59605748,7.742282107,16.1,25.5,19.4,25,26,30.6,-5.10883,-4.084966,-2.66,8.3,-1.7,-7,3.9,0.62,1.093,1.023,1.249,1.145,-0.62,-1.459,-0.06,-0.45,0.97,0.31,0.559,0,0,0,0,0,0
Sep-76,1976,9,148.375,79.2,52.8,73.2,64.4,38.1,4.747002667,4.683828667,9.455999999,11.8,8.9,3.809139333,4.854194,5.069136,7.628753333,9.7,6.216762667,5.30217,13.3,26.9,19.1,25,26,28.9,-5.174684,-7.18227,-2.58,4.5,-3.3,-5,0.6,-3.46,0.776,0.732,0.854,0.807,-0.04,-1.292,-0.18,-0.05,0.94,0.57,-0.743,0,0,0,0,0,0
Oct-76,1976,10,0,9.4,16.9,24.8,25.9,15.5,-2.667676,-2.97951,-0.01875,3.9,0.5,-4.361578,-4.40375,-3.343944,0.195316,1.9,0.6461,-2.86625,4.1,17.5,10,17.8,22,23.9,-17.201802,-16.986272,-16,-2.3,-23.9,-19,-15,-0.64,1.2,1.235,1.353,1.318,0.91,0.13,-0.17,0.15,1.1,0.86,-0.804,0,0,0,0,0,0
Nov-76,1976,11,0,15.7,20.6,124,18.4,21.1,-6.107,-5.108424,-4.54,0.7,-7.5,-7.136584,-7.531862,-6.740324,-2.736156,-2,-4.580484,-3.129626,-0.1,9.44,7.4,7.8,18,17.8,-21.152434,-19.59568,-25.5,-6.1,-27.2,-26,-17.8,1.5,1.274,1.215,1.457,1.392,1.72,0.761,-0.34,0.31,1.05,0.88,-0.087,0,0,0,0,0,0
Dec-76,1976,12,0,21.1,12.838,22,15.1,10.9,-8.938143281,-8.208640015,-5.761558292,-5.125088,-9.8,-8.00912669,-9.244944171,-8.125542798,-5.744849198,-4.3,-6.088391675,-6.853165846,-4.2,6.84,5.87402,3,14,12.8,-24.8,-23.146326,-24.3,-17.56409,-24,-27,-23.3,-3.63,1.073,0.97,1.151,1.138,0.21,-0.48,-0.36,0.05,0.76,0.64,-2.074,0,0,0,0,0,0
Jan-77,1977,1,0,19.7,23.624,54.5,25.7,22.5,-11.32740971,-11.715,-9.737142858,-9.679522,-15.5,-12.15071429,-12.09,-11.63237571,-8.622857142,-7.6,-9.918571428,-9.867857142,-8.1,4,1.900708,1,13,8.9,-33.13915,-29.98,-33.72,-22.680174,-35,-32,-27.2,-2.36,1.1,1.051,1.23,1.195,1.6,-0.393,-0.29,0.04,0.95,0.84,-3.767,0,0,0,0,0,0
Feb-77,1977,2,0,6.4,3,14,7,0.2,-6.287107182,-5.159534207,-3.220689655,0.9,-7.4,-6.175828,-7.160689655,-5.298379153,-0.899288069,0.4,-2.000848,-3.794374966,2,7.88,6.9,8,14,13.4,-19.601116,-17.414068,-18.9,-5.1,-23,-18,-8.9,0.28,1.292,1.349,1.369,1.433,2.43,0.647,-0.23,0.09,0.61,0.55,-2.01,33,0,0,64.33333333,0,0
Mar-77,1977,3,22.205,29,22.6,24,35,6.4,-7.261036,-6.585874,-4.48,-2.6,-7.1,-9.338458,-4.705346,-8.693764,-1.97627,-3.9,-4.724092,-5.203106,-1.4,10.24,3.4,9,10,12.1,-23.034752,-21.54301,-24.72,-8.5,-32,-22,-15.1,1.33,0.652,0.689,0.743,0.732,-0.69,-1.202,-0.06,0.03,0.4,0.4,0.344,34,0,99,73,0,269
Apr-77,1977,4,28.95,8.7,7.8,22.4,6.4,5.6,-1.307326968,-0.302295355,2.727741935,5.1,1.6,-2.948903226,-2.268387097,-0.191094516,1.944129032,3.9,1.685811613,0.933011419,7.3,19.7,13.2,26.1,26,27.8,-14.60302,-14.371764,-10.72,-3.1,-17.2,-15,-10.3,1.07,0.218,0.075,0.053,0.123,-0.32,-1.173,-0.08,-0.13,-0.51,-0.25,1.329,36.33333333,71,122,87,139.5,335
May-77,1977,5,95.865,82.9,121.6,24.4,91.6,97,3.371532,3.762086022,8.35060215,6.8,5.2,4.220847032,3.731634409,3.649658301,7.058269892,6.6,6.981886667,5.259820667,9.6,23.82,12.4,18,22,23.4,-6.816184,-6.2,-5.06,1.1,-6,-5,-0.4,-1.62,0.009,-0.105,-0.072,-0.056,-0.56,-1.185,-0.13,-0.11,-0.22,-0.03,0.104,0,0,79,0,0,196
Jun-77,1977,6,195.45,32.2,33.8,42.6,59,29.3,5.080114,5.500365591,9.224172043,12.1,10.1,6.857274065,5.011053764,4.914870194,9.758424195,11.8,8.210881721,6.439492,15.2,27.16,19.4,28,28,33.1,-6.446098,-5.4,-3.86,4.7,-5.5,-4,0.7,-0.89,0.301,0.292,0.426,0.369,0.57,-2.327,-0.05,0.12,0.16,0.36,-0.226,0,0,0,0,0,0
Jul-77,1977,7,116.5,43,71,65.1,85.4,63.3,6.605729505,8.019473849,12.336,12.2,10.8,7.634195828,8.290580645,6.301074667,9.756984667,11.9,10.19365733,8.751199226,15.5,29.54,19.2,26.5,27,30.3,-3.008816,-2.33937,-0.52,5.2,-3,-3,3.1,-1.14,0.27,0.382,0.233,0.322,-1.04,-1.453,-0.04,0.36,0.15,0.45,-0.492,0,0,0,0,0,0
Aug-77,1977,8,124.625,91.9,123.1,74.4,127.6,92.1,5.751033183,7.506223505,10.86264516,10,10.9,3.68681929,5.390236559,7.256855333,10.41708,10.2,10.189582,9.976587333,12.7,26.4,16.3,26.5,25,24.9,-5.248438,-2.89266,-1.62,3.6,-2,-3,1.5,-1.42,0.65,0.51,0.556,0.6,2.2,-1.422,-0.16,0.39,-0.21,0.25,-1.412,0,0,0,0,0,0
Sep-77,1977,9,80.395,51.1,66.2,34.1,68.9,77.5,2.393218065,2.440782839,8.054193548,6.6,5.6,3.54575671,3.888564839,2.482094258,5.943267613,6.3,6.257394129,3.576774194,8.9,24.16,11.7,19,22,23.7,-10.747672,-9.732294,-5.76,1.4,-6,-4,-0.7,1.64,0.151,-0.095,-0.036,0.026,-0.72,-0.946,-0.17,0.49,0.01,0.44,0.586,0,0,0,0,0,0
Oct-77,1977,10,0,7,3.2,8.2,10.4,4.3,-1.804098258,-0.514301419,1.969032258,4.8,0.6,-3.650911226,-2.452903226,-0.725288065,1.476726452,3,1.718069677,2.615303419,5.4,15.84,10.7,15,22,21,-14.733672,-14.909416,-11.34,-1.2,-11.5,-15,-9.7,0.45,-0.163,-0.337,-0.187,-0.236,1.25,-1.386,-0.12,0.48,0.55,0.89,-0.009,0,0,0,0,0,0
Nov-77,1977,11,0,41.8,9.6,17.7,27.1,8.6,-10.75884987,-10.688078,-10.1716129,-4.8,-10.2,-11.157258,-9.883888,-11.036312,-5.873226,-6.4,-11.5522571,-7.102762,-4.8,6.34,-0.1,4,12,11.7,-32.552636,-31.83357,-36.08,-9.5,-35,-33,-27.6,0.37,0.079,0.014,0.236,0.098,-0.22,-1.556,-0.04,0.62,0.58,1.03,0.605,0,0,0,0,0,0
Dec-77,1977,12,0,45.8,18.7,53,29.2,13.7,-11.71081968,-11.87649258,-9.999354838,-12,-17.5,-11.125724,-11.98387097,-11.53601948,-7.978190774,-12.9,-11.03419381,-9.511481484,-13.7,5.72,-5.6,1,8,8.3,-35.75567,-32.27388,-37.66,-18.3,-43,-42,-36.7,-0.25,0.221,0.149,0.169,0.183,-0.8,-1.228,-0.1,0.73,0.53,1.09,-0.24,0,0,0,0,0,0
Jan-78,1978,1,0,22.6,22.6,48,16.2,28.4,-11.64600135,-11.91677419,-9.652258064,-12.8,-17.1,-11.32,-12.02516129,-11.36196097,-8.52451613,-13.9,-9.880645162,-9.916129032,-15.6,5.22,-6.7,0,8,3.6,-35.218666,-29.92,-35.04,-18.8,-36,-34,-30.1,0.46,0.756,0.71,0.814,0.805,0.13,-0.48,-0.01,0.48,0.44,0.72,-0.347,0,0,0,0,0,0
Feb-78,1978,2,0,8.9,9.4,29,24.4,10.8,-10.01931155,-11.35881677,-10.23354839,-7.5,-10.8,-12.73099052,-10.63312058,-10.91998723,-6.881713612,-7.8,-8.470811162,-4.531830646,-11.4,3.54,-1,6,15,8.5,-33.318372,-29.01102,-33.8,-14,-35,-33,-33.7,-1.99,0.977,0.925,0.959,1.01,1.4,-2.632,-0.01,0.38,0.23,0.51,-3.014,76,0,95,199.6666667,0,239
Mar-78,1978,3,31.74,23.6,22.6,25.5,32.2,6.6,-7.576697871,-8.695576,-5.7,-1.7,-4.2,-10.317564,-6.369576,-8.22451,-5.079992,-2.2,-5.936314,-6.11816,-2.1,10.08,4,12,15,15.6,-28.552262,-29.42097,-31.64,-7.3,-33,-33,-27.7,3.1,1.324,1.307,1.309,1.392,-0.18,-0.818,-0.04,0.03,-0.14,0.06,0.502,76.33333333,0,100,197,0,264
Apr-78,1978,4,37.436,40.7,79.2,66.3,56.2,79.2,1.738218667,1.164,5.948,1.6,0.9,2.801333333,0.832,2.68918,5.541167333,1.9,5.267464667,1.953333333,3.5,23.94,6.1,17,18,19.7,-11.459426,-10.98,-8,-3,-16,-17,-7.2,-3.12,1.123,1.165,1.145,1.207,-0.19,-0.878,-0.05,-0.08,-0.72,-0.37,-0.967,66.66666667,71.5,112,196.3333333,199.5,325
May-78,1978,5,98.685,51.1,74.4,26.6,131.6,75.8,3.087741935,3.87483871,8.510967742,6.2,4.4,5.403562387,3.013548387,4.429032258,6.84967742,5.8,6.56451613,4.488387097,8.8,25.78,11.6,20,23,23.8,-11.04,-8.6,-5.22,0.8,-8,-7,-1.6,0.37,1.02,1.027,1.149,1.12,-0.73,1.498,-0.15,-0.06,-0.81,-0.49,0.059,0,0,118,0,0,384
Jun-78,1978,6,279.825,60.3,57.7,112,57.6,59.6,5.740688,5.22,9.66,11.5,10,5.4,4.63597,5.902426,8.18,10.5,7.52,5.44,14.2,26.86,18.5,26.5,26.5,28.4,-7.216006,-7.96,-4.8,4.5,-4.5,-3.5,0.8,0.14,0.348,0.575,0.779,0.605,-0.92,0.402,-0.19,-0.33,-0.7,-0.45,0.635,0,0,0,0,0,0
Jul-78,1978,7,207.64,26.2,87.4,105.1,142.6,55.8,2.272626667,2.28,7.22,13.2,12.9,3.958666667,1.86,3.16,5.36,12.7,5.14,2.9,16.3,24.4,19.3,28,29,31.4,-13.018482,-10.88,-6.32,7,1,0,3.7,-0.33,-0.671,-0.8,-0.995,-0.863,-2.43,0.529,-0.27,-0.25,-0.72,-0.48,-0.604,0,0,0,0,0,0
Aug-78,1978,8,115.12,44.4,94.7,70.3,84.6,104.7,7.110968667,5.797333333,10.296,11.8,10,7.634666667,5.948,6.201430667,8.810666667,11.1,8.339333333,6.524,14.7,28.24,18.2,29.5,28,31.3,-2.708438,-4.32,-1.98,5.3,-3,-2.5,3,0.05,-0.152,-0.305,-0.247,-0.256,0.02,0.12,-0.2,-0.37,-0.72,-0.62,-0.354,0,0,0,0,0,0
Sep-78,1978,9,96.87,48,65.2,51.1,71.5,82.3,3.622058667,3.658761333,8.455999999,9.5,6.7,3.785584667,5.53721,3.807728667,7.367482667,9.3,6.992211333,4.804,11,25.12,15,19.5,26.5,27.7,-8.343998,-7.452294,-4.16,3.9,-6,-5.5,-0.8,1.96,-0.153,-0.348,-0.343,-0.308,1.38,0.058,-0.12,-0.45,-0.47,-0.6,-0.099,0,0,0,0,0,0
Oct-78,1978,10,0,46.3,25.1,37.7,18.2,8.6,0.568395763,-1.458898,3.488,6.5,1.2,0.122580645,-1.764045333,-0.526899333,2.274800667,5,3.095849462,1.314731183,7,18.12,12.5,17,22.5,23.9,-10.804932,-16.547306,-10.4,0.5,-15,-13,-7.3,0.02,0.237,0.331,0.316,0.311,0.69,-0.76,-0.07,-0.31,-0.14,-0.34,0.895,0,0,0,0,0,0
Nov-78,1978,11,0,51.2,37.7,36.4,59.6,12.7,-9.18311385,-10.63416873,-5.973247312,-5.6,-11.5,-10.30106269,-11.29008602,-11.34884933,-6.598694667,-6.6,-6.793672021,-8.166912344,-5,8.96,-0.2,11,20,20.8,-29.930474,-27.17218,-29.54,-11,-37,-34,-26.5,3.91,0.245,0.256,0.172,0.238,-0.48,-0.281,0.11,-0.16,-0.02,-0.15,2.47,0,0,0,0,0,0
Dec-78,1978,12,0,15.8,5.8,44.5,7.4,8.7,-11.33824645,-12.37121013,-11.02073733,-9.7,-16.3,-10.50170852,-12.44221198,-10.49683058,-7.319119548,-10.4,-8.396230968,-8.864409355,-9.1,4.96,-4.7,-2,9,8,-33.89246,-33.292708,-36.8,-14.6,-42,-37.5,-30.5,-2.08,-0.305,-0.284,-0.334,-0.334,-1.02,-0.21,0.01,-0.1,0.26,0.07,-0.98,0,0,0,0,0,0
Jan-79,1979,1,0,4.7,9.9,100.5,18.7,7.3,-9.965064,-11.2078,-10.02,-12.8,-21.7,-10.825488,-11,-9.36,-6.441384,-14.6,-7.794172,-8.124676,-13.8,4.34,-6.5,-4,9,5.6,-31.754656,-27.868686,-32.96,-19,-40,-34,-32.5,-3.22,-0.221,0.002,-0.112,-0.122,-1.54,-0.452,-0.03,0.18,-0.09,0.05,-2.233,0,0,0,0,0,0
Feb-79,1979,2,0,33.1,16.7,21,11.9,8,-11.55994942,-12.21038065,-10.40193548,-12.7,-14.4,-11.22160794,-11.51870968,-10.81354839,-8.82064516,-13.3,-11.75483871,-8.072651743,-16.8,6.78,-5.7,4,8,6.5,-35.664554,-33.828686,-38.32,-19.7,-38,-39.5,-33.8,-0.62,-0.806,-0.765,-0.828,-0.85,-2.73,0.608,-0.05,0.3,-0.2,0.09,-0.697,59.33333333,0,0,163.6666667,0,0
Mar-79,1979,3,30.9,10.5,12.9,55,14.2,10.2,-7.27041,-4.463308,-5.26,-0.6,-5.9,-7.847672,-8.16,-6.646682,-1.47589,-1.3,-4.61145,-1.21861,-0.3,9.02,5,10,17,17.7,-25.213012,-20.131654,-24.9,-6.2,-30,-27,-23.1,0.54,-0.29,-0.224,-0.313,-0.298,0.08,-0.488,-0.15,0.22,-0.08,0.13,-0.814,90.33333333,0,135,229.6666667,0,338
Apr-79,1979,4,31.968,36,55.2,31.4,86.6,37,-2.857333333,-3.138861333,-0.216,-0.2,-0.9,-4.111984,-3.423333333,-2.064,0.575527333,-0.4,-0.339325333,0.453463333,1.3,16.58,5.7,16,17.5,19.6,-20.12,-18.151322,-17.3,-6.1,-25,-25.5,-14.5,-0.79,0.083,0.195,0.007,0.1,-0.15,-0.646,-0.07,0.07,0.24,0.17,-1.157,81.66666667,88,124,216,211,361
May-79,1979,5,101.4875,35.2,50.7,26.3,28.2,41.4,2.297284,2.572752,7.2,5.2,4.3,5.018154,1.55931,3.031774,8.194532,5.2,5.58696,3.539376,7.5,23.56,11,22,25.5,26.8,-11.483436,-9.760824,-7.48,-0.6,-10,-8.5,-2.5,1,0.83,0.84,0.802,0.863,1.27,0.459,0.02,-0.13,0.08,-0.09,-0.25,0,0,0,0,0,0
Jun-79,1979,6,201.125,26.6,38.3,62.4,21.5,47.5,4.626827162,6.479972,9.56,10.8,9.1,8.443046,2.34,6.205952,10.457708,10.2,9.377742,6.768192,13.6,26.72,17.9,25.5,27,29.9,-9.889666,-4.81835,-4.92,3.6,-4,-5,-0.3,0.45,0.464,0.475,0.41,0.483,-1.64,0.58,0.09,-0.15,0.3,0.04,0.933,0,0,0,0,0,0
Jul-79,1979,7,149.94,12.6,28.2,50.4,62.4,46.3,9.117058904,8.932903226,13.26258064,14.1,12.4,10.19516129,9.06387097,9.287741936,11.6116129,13.1,11.20709677,9.41935484,16.9,31.24,22.1,31.5,31,34.3,-3.44958,-2.32,-1.46,6.1,-2,-1,2.9,2.53,0.54,0.627,0.352,0.565,0.51,-0.764,-0.02,-0.06,-0.04,-0.2,0.039,0,0,0,0,0,0
Aug-79,1979,8,96.7425,42.7,52.1,165.3,68.5,28.5,5.511242,3.32,7.7,13.3,12,5.46,2.61597,4.28,6.32,12.7,5.86,3.74,15.8,26.16,20.4,26.5,27,28.4,-7.77031,-10.24,-6.18,6.2,-2,0,4.3,-0.85,0.674,0.469,0.583,0.624,0.67,-0.692,-0.11,-0.13,0.47,0.21,-0.684,0,0,0,0,0,0
Sep-79,1979,9,63.865,30,36.9,26.8,15.4,19.9,7.678865333,7.652382667,10.008,10.9,7.3,6.334286,6.527976667,6.838136,10.40956867,10.4,9.235304667,7.35875,13.6,27.54,18.5,24.5,27.5,30.6,-3.021012,-3.500108,-3.34,3.3,-7.5,-4,-0.5,1.12,1.393,1.127,1.213,1.332,1.02,0.113,-0.03,-0.15,0.81,0.48,-0.046,0,0,0,0,0,0
Oct-79,1979,10,0,22.9,22.8,42.1,28.4,19.8,-1.04066185,-2.195148,1.96925,5.7,2.3,-1.068728086,-2.181083333,-1.753149333,0.903550667,4.4,2.298873656,0.178158602,6.6,18.54,11.4,19,25.5,27.9,-13.45111,-16.827306,-12.68,-0.1,-13,-16,-11.7,-1.95,1.352,1.302,1.386,1.429,1.85,-0.367,0.07,0.02,0.57,0.32,-1.243,0,0,0,0,0,0
Nov-79,1979,11,0,2.2,10.7,55,12.8,4.3,-6.556682,-4.647674,-4.96,-0.9,-9.9,-8.511088,-8.02933,-6.526682,-1.964922,-3,-4.920044,-3.228984,-0.8,7.2,4.6,5,19,19,-23.572796,-18.648572,-21.4,-6.3,-27,-23.5,-18.6,1.95,0.873,0.805,0.631,0.815,0.51,-0.612,0.1,0.06,0.52,0.35,0.475,0,0,0,0,0,0
Dec-79,1979,12,0,101.8,34,40,33.6,15,-9.03225976,-9.786138862,-6.834459928,-3.3,-11.3,-7.042724,-9.638366227,-8.483250361,-5.871745552,-4.4,-6.456348752,-7.251470311,-4.8,7.58,2.3,3,14,12.7,-25.32,-26.689842,-29.74,-8.9,-39,-36.5,-33.1,2.07,0.457,0.378,0.484,0.466,-0.68,-0.896,0.14,0.5,0.58,0.69,1.295,0,0,0,0,0,0
Jan-80,1980,1,0,19.2,11.9,94.5,22.3,12.6,-11.318396,-11.8278,-9.88,-11.5,-19.3,-11.313866,-11.56,-10.62,-8.08,-13.4,-11.04,-8.361684,-13.3,5.78,-5.5,-0.5,12,10.2,-36.803704,-33.328686,-37.88,-17.5,-43,-35,-32.1,-1.8,0.335,0.36,0.39,0.394,-1.01,0.275,0.17,0.44,0.42,0.55,-2.066,0,0,0,0,0,0
Feb-80,1980,2,0,14.7,16.2,59,12.4,10.6,-9.631783806,-10.41096774,-8.606451612,-5.3,-10.4,-10.004342,-10.41225806,-8.528430388,-5.259112,-5.6,-6.245472645,-8.156105742,-6.7,3.56,0.2,5,14,8.7,-28.027154,-27.52,-29.48,-10.7,-34.5,-30,-25.1,0.7,0.876,0.863,0.985,0.973,2.03,-0.017,0.12,0.6,0.02,0.33,-0.934,74.33333333,0,0,196.3333333,0,0
Mar-80,1980,3,23.2,39.8,34.8,24,41.6,14,-9.099237714,-10.42286286,-7.080714286,-4.6,-8.2,-8.442168,-9.872857143,-10.320434,-5.993936,-5.1,-7.378571429,-8.299536,-4.8,6.38,1.5,6,11.5,10.6,-28.344096,-29.162338,-30.72,-10.6,-35.5,-30.5,-24.2,-0.68,0.842,0.797,0.895,0.904,-0.64,-1.065,0,0.4,-0.13,0.09,-1.433,84,0,122,224,0,335
Apr-80,1980,4,54.196,12.2,20.3,20.9,26,22.2,-0.972930839,-1.134959677,3.067056452,5.3,1.6,-0.476301935,-0.921169355,-0.256572581,2.82417329,4.3,2.420293548,0.106653226,8,19.16,12.6,20,23.5,26.3,-15.435078,-14.36,-9.26,-2.1,-21,-18,-8.7,0.03,1.112,1.023,0.895,1.077,1.66,-1.595,0.2,0.3,0.04,0.2,-0.419,92.66666667,80,138,266.3333333,162.5,429
May-80,1980,5,213.825,87.6,88.1,78.3,135.7,95.1,3.331940602,3.577247312,8.023290322,8.3,6.8,2.592483484,2.783139785,5.248265527,8.546336065,8.3,8.671920645,3.878236559,11.2,24.02,15.3,21.5,23.5,27.1,-8.756184,-8.78,-7.06,1.3,-5,-4,-1.7,-2.26,0.993,1.036,1.086,1.1,-0.16,-0.349,0.32,0.35,0.07,0.13,-1.155,0,0,77,0,0,307
Jun-80,1980,6,275.8,92,103.4,72.6,88.7,103.6,4.512112645,4.323934516,8.974989246,10.6,9.2,4.023286624,4.77539785,4.734398409,8.023562064,10.3,6.41713071,6.017504194,13.5,25.98,16.7,23,24,25.6,-6.136184,-5.835692,-4.16,4.5,-3,-2,3.6,-0.21,-0.205,-0.39,-0.273,-0.293,-0.81,-0.679,0.16,0.24,0.35,0.37,0.721,0,0,0,0,0,0
Jul-80,1980,7,137.54,30.7,61.3,47.7,26.8,50,6.256641354,8.185925936,12.93741935,13.4,10.9,12.072914,6.368387096,8.763942322,11.93637026,12.9,11.76018587,8.826791806,16.2,28.78,21,28,31,29.7,-6.777146,-2.574386,-0.96,5.7,-2.5,-2,4.5,-0.91,0.103,0.1,0.024,0.088,-0.81,-0.144,0.06,0.17,-0.1,0.02,-0.622,0,0,0,0,0,0
